"H (A_per_meter)" 	"B (tesla)"
-535000 	-0.69550000000000001
-534000 	-0.46479999999999999
-529000 	0.0077000000000000002
-522000 	0.10780000000000001
-516000 	0.1421
-510000 	0.16389999999999999
-503000 	0.18060000000000001
-497000 	0.19450000000000001
-491000 	0.20680000000000001
-484000 	0.21809999999999999
-478000 	0.2288
-472000 	0.2389
-466000 	0.2487
-459000 	0.25829999999999997
-453000 	0.2676
-447000 	0.27679999999999999
-440000 	0.2858
-434000 	0.29470000000000002
-428000 	0.30359999999999998
-422000 	0.31240000000000001
-415000 	0.3211
-409000 	0.32969999999999999
-403000 	0.33829999999999999
-396000 	0.34689999999999999
-390000 	0.35549999999999998
-384000 	0.36399999999999999
-377000 	0.3725
-371000 	0.38090000000000002
-365000 	0.38940000000000002
-359000 	0.39779999999999999
-352000 	0.40620000000000001
-346000 	0.41460000000000002
-340000 	0.42299999999999999
-333000 	0.43130000000000002
-327000 	0.43969999999999998
-321000 	0.44800000000000001
-315000 	0.45639999999999997
-308000 	0.4647
-302000 	0.47299999999999998
-296000 	0.48130000000000001
-289000 	0.48959999999999998
-283000 	0.49790000000000001
-277000 	0.50619999999999998
-271000 	0.51449999999999996
-264000 	0.52280000000000004
-258000 	0.53110000000000002
-252000 	0.53939999999999999
-245000 	0.54759999999999998
-239000 	0.55589999999999995
-233000 	0.56420000000000003
-226000 	0.57240000000000002
-220000 	0.58069999999999999
-214000 	0.58889999999999998
-208000 	0.59719999999999995
-201000 	0.60540000000000005
-195000 	0.61370000000000002
-189000 	0.62190000000000001
-182000 	0.63019999999999998
-176000 	0.63839999999999997
-170000 	0.64670000000000005
-164000 	0.65490000000000004
-157000 	0.66310000000000002
-151000 	0.6714
-145000 	0.67959999999999998
-138000 	0.68779999999999997
-132000 	0.69610000000000005
-126000 	0.70430000000000004
-120000 	0.71250000000000002
-113000 	0.72070000000000001
-107000 	0.72899999999999998
-101000 	0.73719999999999997
-94000 	0.74539999999999995
-88000 	0.75360000000000005
-82000 	0.76180000000000003
-75000 	0.77010000000000001
-69000 	0.77829999999999999
-63000 	0.78649999999999998
-57000 	0.79469999999999996
-50000 	0.80289999999999995
-44000 	0.81110000000000004
-38000 	0.81930000000000003
-31000 	0.8276
-25000 	0.83579999999999999
-19000 	0.84399999999999997
-13000 	0.85219999999999996
-6000 	0.86040000000000005
0 	0.86860000000000004
