"H (A_per_meter)" 	"B (tesla)"
-3563000 	-4.6336000000000004
-3545000 	-3.8409
-3527000 	-3.6635
-3479000 	-3.4805000000000001
-3437000 	-3.3914
-3395000 	-3.3187000000000002
-3353000 	-3.2530000000000001
-3311000 	-3.1909000000000001
-3269000 	-3.1309
-3227000 	-3.0722
-3185000 	-3.0144000000000002
-3144000 	-2.9573
-3102000 	-2.9007000000000001
-3060000 	-2.8443000000000001
-3018000 	-2.7883
-2976000 	-2.7324999999999999
-2934000 	-2.6768000000000001
-2892000 	-2.6213000000000002
-2850000 	-2.5659000000000001
-2808000 	-2.5106000000000002
-2766000 	-2.4554
-2724000 	-2.4003000000000001
-2682000 	-2.3452000000000002
-2641000 	-2.2900999999999998
-2599000 	-2.2351000000000001
-2557000 	-2.1802000000000001
-2515000 	-2.1253000000000002
-2473000 	-2.0703999999999998
-2431000 	-2.0154999999999998
-2389000 	-1.9607000000000001
-2347000 	-1.9058999999999999
-2305000 	-1.8511
-2263000 	-1.7963
-2221000 	-1.7416
-2180000 	-1.6868000000000001
-2138000 	-1.6321000000000001
-2096000 	-1.5773999999999999
-2054000 	-1.5226999999999999
-2012000 	-1.468
-1970000 	-1.4133
-1928000 	-1.3586
-1886000 	-1.3039000000000001
-1844000 	-1.2493000000000001
-1802000 	-1.1946000000000001
-1760000 	-1.1399999999999999
-1718000 	-1.0852999999999999
-1677000 	-1.0306999999999999
-1635000 	-0.97609999999999997
-1593000 	-0.9214
-1551000 	-0.86680000000000001
-1509000 	-0.81220000000000003
-1467000 	-0.75760000000000005
-1425000 	-0.70299999999999996
-1383000 	-0.64839999999999998
-1341000 	-0.59379999999999999
-1299000 	-0.53920000000000001
-1257000 	-0.48459999999999998
-1215000 	-0.42999999999999999
-1174000 	-0.37540000000000001
-1132000 	-0.32079999999999997
-1090000 	-0.26619999999999999
-1048000 	-0.21160000000000001
-1006000 	-0.15709999999999999
-964000 	-0.10249999999999999
-922000 	-0.047899999999999998
-880000 	0.0067000000000000002
-838000 	0.061199999999999997
-796000 	0.1158
-754000 	0.1704
-713000 	0.22500000000000001
-671000 	0.27950000000000003
-629000 	0.33410000000000001
-587000 	0.3886
-545000 	0.44319999999999998
-503000 	0.49780000000000002
-461000 	0.55230000000000001
-419000 	0.6069
-377000 	0.66139999999999999
-335000 	0.71599999999999997
-293000 	0.77049999999999996
-251000 	0.82509999999999994
-210000 	0.87970000000000004
-168000 	0.93420000000000003
-126000 	0.98880000000000001
-84000 	1.0432999999999999
-42000 	1.0979000000000001
0 	1.1524000000000001
