"H (A_per_meter)" 	"B (tesla)"
-247000 	-0.32129999999999997
-247000 	0.027699999999999999
-245000 	0.61229999999999996
-241000 	0.79120000000000001
-238000 	0.83160000000000001
-235000 	0.85460000000000003
-232000 	0.87029999999999996
-230000 	0.8821
-227000 	0.89170000000000005
-224000 	0.89990000000000003
-221000 	0.90710000000000002
-218000 	0.91359999999999997
-215000 	0.91969999999999996
-212000 	0.9254
-209000 	0.93079999999999996
-206000 	0.93589999999999995
-203000 	0.94089999999999996
-201000 	0.94579999999999997
-198000 	0.95050000000000001
-195000 	0.95509999999999995
-192000 	0.95960000000000001
-189000 	0.96409999999999996
-186000 	0.96840000000000004
-183000 	0.9728
-180000 	0.97709999999999997
-177000 	0.98129999999999995
-174000 	0.98550000000000004
-171000 	0.98970000000000002
-169000 	0.99380000000000002
-166000 	0.998
-163000 	1.002
-160000 	1.0061
-157000 	1.0102
-154000 	1.0142
-151000 	1.0182
-148000 	1.0222
-145000 	1.0262
-142000 	1.0302
-139000 	1.0342
-137000 	1.0382
-134000 	1.0421
-131000 	1.0461
-128000 	1.05
-125000 	1.0539000000000001
-122000 	1.0579000000000001
-119000 	1.0618000000000001
-116000 	1.0657000000000001
-113000 	1.0696000000000001
-110000 	1.0734999999999999
-108000 	1.0773999999999999
-105000 	1.0812999999999999
-102000 	1.0851999999999999
-99000 	1.089
-96000 	1.0929
-93000 	1.0968
-90000 	1.1007
-87000 	1.1045
-84000 	1.1084000000000001
-81000 	1.1122000000000001
-78000 	1.1161000000000001
-76000 	1.1200000000000001
-73000 	1.1237999999999999
-70000 	1.1276999999999999
-67000 	1.1315
-64000 	1.1354
-61000 	1.1392
-58000 	1.143
-55000 	1.1469
-52000 	1.1507000000000001
-49000 	1.1546000000000001
-46000 	1.1584000000000001
-44000 	1.1621999999999999
-41000 	1.1660999999999999
-38000 	1.1698999999999999
-35000 	1.1737
-32000 	1.1775
-29000 	1.1814
-26000 	1.1852
-23000 	1.1890000000000001
-20000 	1.1928000000000001
-17000 	1.1967000000000001
-15000 	1.2004999999999999
-12000 	1.2042999999999999
-9000 	1.2081
-6000 	1.2119
-3000 	1.2158
0 	1.2196
