"H (A_per_meter)" 	"B (tesla)"
-1424000 	-1.8526
-1417000 	-0.77669999999999995
-1410000 	-0.55369999999999997
-1391000 	-0.36180000000000001
-1374000 	-0.29210000000000003
-1357000 	-0.24510000000000001
-1341000 	-0.20780000000000001
-1324000 	-0.1754
-1307000 	-0.14599999999999999
-1290000 	-0.11849999999999999
-1274000 	-0.092200000000000004
-1257000 	-0.066699999999999995
-1240000 	-0.042000000000000003
-1223000 	-0.0177
-1207000 	0.0061999999999999998
-1190000 	0.0298
-1173000 	0.053199999999999997
-1156000 	0.076399999999999996
-1140000 	0.099400000000000002
-1123000 	0.12230000000000001
-1106000 	0.14510000000000001
-1089000 	0.16769999999999999
-1072000 	0.1903
-1056000 	0.21279999999999999
-1039000 	0.23530000000000001
-1022000 	0.25769999999999998
-1005000 	0.28010000000000002
-989000 	0.3024
-972000 	0.3246
-955000 	0.34689999999999999
-938000 	0.36909999999999998
-922000 	0.39129999999999998
-905000 	0.41339999999999999
-888000 	0.43559999999999999
-871000 	0.4577
-855000 	0.4798
-838000 	0.50180000000000002
-821000 	0.52390000000000003
-804000 	0.54600000000000004
-788000 	0.56799999999999995
-771000 	0.58999999999999997
-754000 	0.61199999999999999
-737000 	0.63400000000000001
-721000 	0.65600000000000003
-704000 	0.67800000000000005
-687000 	0.69999999999999996
-670000 	0.72189999999999999
-654000 	0.74390000000000001
-637000 	0.76580000000000004
-620000 	0.78779999999999994
-603000 	0.80969999999999998
-587000 	0.83169999999999999
-570000 	0.85360000000000003
-553000 	0.87549999999999994
-536000 	0.89739999999999998
-519000 	0.91930000000000001
-503000 	0.94130000000000003
-486000 	0.96319999999999995
-469000 	0.98509999999999998
-452000 	1.0069999999999999
-436000 	1.0288999999999999
-419000 	1.0507
-402000 	1.0726
-385000 	1.0945
-369000 	1.1164000000000001
-352000 	1.1383000000000001
-335000 	1.1601999999999999
-318000 	1.1819999999999999
-302000 	1.2039
-285000 	1.2258
-268000 	1.2476
-251000 	1.2695000000000001
-235000 	1.2914000000000001
-218000 	1.3131999999999999
-201000 	1.3351
-184000 	1.3569
-168000 	1.3788
-151000 	1.4007000000000001
-134000 	1.4225000000000001
-117000 	1.4443999999999999
-101000 	1.4661999999999999
-84000 	1.4881
-67000 	1.5099
-50000 	1.5317000000000001
-34000 	1.5536000000000001
-17000 	1.5753999999999999
0 	1.5972999999999999
