"H (A_per_meter)" 	"B (tesla)"
-1578000 	-2.0529000000000002
-1575000 	-1.6124000000000001
-1564000 	-1.2653000000000001
-1541000 	-1.1160000000000001
-1523000 	-1.0624
-1504000 	-1.0226999999999999
-1486000 	-0.98899999999999999
-1467000 	-0.95840000000000003
-1448000 	-0.92959999999999998
-1430000 	-0.90190000000000003
-1411000 	-0.875
-1393000 	-0.84860000000000002
-1374000 	-0.8226
-1356000 	-0.79700000000000004
-1337000 	-0.77149999999999996
-1318000 	-0.74619999999999997
-1300000 	-0.72109999999999996
-1281000 	-0.69610000000000005
-1263000 	-0.67120000000000002
-1244000 	-0.64639999999999997
-1226000 	-0.62160000000000004
-1207000 	-0.59689999999999999
-1188000 	-0.57230000000000003
-1170000 	-0.54769999999999996
-1151000 	-0.5232
-1133000 	-0.49859999999999999
-1114000 	-0.47410000000000002
-1096000 	-0.44969999999999999
-1077000 	-0.42520000000000002
-1058000 	-0.40079999999999999
-1040000 	-0.37640000000000001
-1021000 	-0.35199999999999998
-1003000 	-0.3276
-984000 	-0.30330000000000001
-966000 	-0.27889999999999998
-947000 	-0.25459999999999999
-928000 	-0.2303
-910000 	-0.2059
-891000 	-0.18160000000000001
-873000 	-0.1573
-854000 	-0.13300000000000001
-836000 	-0.10879999999999999
-817000 	-0.084500000000000006
-798000 	-0.060199999999999997
-780000 	-0.035900000000000001
-761000 	-0.0117
-743000 	0.0126
-724000 	0.036799999999999999
-706000 	0.061100000000000002
-687000 	0.085300000000000001
-669000 	0.1096
-650000 	0.1338
-631000 	0.158
-613000 	0.18229999999999999
-594000 	0.20649999999999999
-576000 	0.23069999999999999
-557000 	0.25490000000000002
-539000 	0.2792
-520000 	0.3034
-501000 	0.3276
-483000 	0.3518
-464000 	0.376
-446000 	0.4002
-427000 	0.4244
-409000 	0.4486
-390000 	0.4728
-371000 	0.497
-353000 	0.5212
-334000 	0.5454
-316000 	0.5696
-297000 	0.59379999999999999
-279000 	0.61799999999999999
-260000 	0.64219999999999999
-241000 	0.66639999999999999
-223000 	0.69059999999999999
-204000 	0.71479999999999999
-186000 	0.73899999999999999
-167000 	0.76319999999999999
-149000 	0.78739999999999999
-130000 	0.81159999999999999
-111000 	0.8357
-93000 	0.8599
-74000 	0.8841
-56000 	0.9083
-37000 	0.9325
-19000 	0.95669999999999999
0 	0.98080000000000001
