"H (A_per_meter)" 	"B (tesla)"
-1586000 	-2.0627
-1578000 	-1.2613000000000001
-1570000 	-1.0925
-1549000 	-0.94089999999999996
-1530000 	-0.88109999999999999
-1511000 	-0.83809999999999996
-1493000 	-0.80230000000000001
-1474000 	-0.77029999999999998
-1455000 	-0.74039999999999995
-1437000 	-0.71179999999999999
-1418000 	-0.68420000000000003
-1399000 	-0.6573
-1381000 	-0.63080000000000003
-1362000 	-0.60470000000000002
-1343000 	-0.57879999999999998
-1325000 	-0.55320000000000003
-1306000 	-0.52780000000000005
-1287000 	-0.50249999999999995
-1269000 	-0.4773
-1250000 	-0.45219999999999999
-1231000 	-0.42720000000000002
-1213000 	-0.40229999999999999
-1194000 	-0.3775
-1175000 	-0.35270000000000001
-1157000 	-0.32790000000000002
-1138000 	-0.30320000000000003
-1119000 	-0.27850000000000003
-1101000 	-0.25390000000000001
-1082000 	-0.22919999999999999
-1063000 	-0.2046
-1045000 	-0.18010000000000001
-1026000 	-0.1555
-1008000 	-0.13100000000000001
-989000 	-0.1065
-970000 	-0.082000000000000003
-952000 	-0.057500000000000002
-933000 	-0.033000000000000002
-914000 	-0.0085000000000000006
-896000 	0.015900000000000001
-877000 	0.040399999999999998
-858000 	0.064799999999999996
-840000 	0.089200000000000002
-821000 	0.1137
-802000 	0.1381
-784000 	0.16250000000000001
-765000 	0.18690000000000001
-746000 	0.21129999999999999
-728000 	0.23569999999999999
-709000 	0.26000000000000001
-690000 	0.28439999999999999
-672000 	0.30880000000000002
-653000 	0.3332
-634000 	0.35749999999999998
-616000 	0.38190000000000002
-597000 	0.40620000000000001
-578000 	0.43059999999999998
-560000 	0.45490000000000003
-541000 	0.4793
-522000 	0.50360000000000005
-504000 	0.52800000000000002
-485000 	0.55230000000000001
-466000 	0.57669999999999999
-448000 	0.60099999999999998
-429000 	0.62529999999999997
-410000 	0.64970000000000006
-392000 	0.67400000000000004
-373000 	0.69830000000000003
-354000 	0.72260000000000002
-336000 	0.747
-317000 	0.77129999999999999
-299000 	0.79559999999999997
-280000 	0.81989999999999996
-261000 	0.84419999999999995
-243000 	0.86860000000000004
-224000 	0.89290000000000003
-205000 	0.91720000000000002
-187000 	0.9415
-168000 	0.96579999999999999
-149000 	0.99009999999999998
-131000 	1.0144
-112000 	1.0387
-93000 	1.0629999999999999
-75000 	1.0872999999999999
-56000 	1.1116999999999999
-37000 	1.1359999999999999
-19000 	1.1603000000000001
0 	1.1846000000000001
