"H (A_per_meter)" 	"B (tesla)"
-761000 	-0.99009999999999998
-760000 	-0.72970000000000002
-755000 	-0.28960000000000002
-743000 	-0.14480000000000001
-734000 	-0.10589999999999999
-725000 	-0.079899999999999999
-716000 	-0.059400000000000001
-708000 	-0.041799999999999997
-699000 	-0.0258
-690000 	-0.0109
-681000 	0.0033
-672000 	0.017000000000000001
-663000 	0.030300000000000001
-654000 	0.043400000000000001
-645000 	0.056300000000000003
-636000 	0.068900000000000003
-627000 	0.081500000000000003
-618000 	0.093899999999999997
-609000 	0.10630000000000001
-600000 	0.11849999999999999
-591000 	0.13070000000000001
-582000 	0.1429
-573000 	0.155
-564000 	0.16700000000000001
-555000 	0.17899999999999999
-546000 	0.191
-537000 	0.20300000000000001
-528000 	0.21490000000000001
-519000 	0.22689999999999999
-510000 	0.23880000000000001
-502000 	0.25069999999999998
-493000 	0.26250000000000001
-484000 	0.27439999999999998
-475000 	0.28620000000000001
-466000 	0.29799999999999999
-457000 	0.30990000000000001
-448000 	0.32169999999999999
-439000 	0.33350000000000002
-430000 	0.3453
-421000 	0.35699999999999998
-412000 	0.36880000000000002
-403000 	0.38059999999999999
-394000 	0.39240000000000003
-385000 	0.40410000000000001
-376000 	0.41589999999999999
-367000 	0.42759999999999998
-358000 	0.43940000000000001
-349000 	0.4511
-340000 	0.46279999999999999
-331000 	0.47460000000000002
-322000 	0.48630000000000001
-313000 	0.498
-304000 	0.50980000000000003
-296000 	0.52149999999999996
-287000 	0.53320000000000001
-278000 	0.54490000000000005
-269000 	0.55659999999999998
-260000 	0.56830000000000003
-251000 	0.57999999999999996
-242000 	0.5917
-233000 	0.60350000000000004
-224000 	0.61519999999999997
-215000 	0.62690000000000001
-206000 	0.63859999999999995
-197000 	0.65029999999999999
-188000 	0.66190000000000004
-179000 	0.67359999999999998
-170000 	0.68530000000000002
-161000 	0.69699999999999995
-152000 	0.7087
-143000 	0.72040000000000004
-134000 	0.73209999999999997
-125000 	0.74380000000000002
-116000 	0.75549999999999995
-107000 	0.76719999999999999
-99000 	0.77880000000000005
-90000 	0.79049999999999998
-81000 	0.80220000000000002
-72000 	0.81389999999999996
-63000 	0.8256
-54000 	0.83720000000000006
-45000 	0.84889999999999999
-36000 	0.86060000000000003
-27000 	0.87229999999999996
-18000 	0.88390000000000002
-9000 	0.89559999999999995
0 	0.9073
