"H (A_per_meter)" 	"B (tesla)"
-687000 	-0.89380000000000004
-684000 	0.00069999999999999999
-680000 	0.1835
-671000 	0.3347
-663000 	0.38529999999999998
-655000 	0.4168
-647000 	0.44030000000000002
-639000 	0.45960000000000001
-631000 	0.47649999999999998
-623000 	0.49180000000000001
-614000 	0.50609999999999999
-606000 	0.51959999999999995
-598000 	0.53259999999999996
-590000 	0.54520000000000002
-582000 	0.5575
-574000 	0.56950000000000001
-566000 	0.58130000000000004
-558000 	0.59299999999999997
-550000 	0.60450000000000004
-542000 	0.61599999999999999
-534000 	0.62729999999999997
-526000 	0.63849999999999996
-517000 	0.64970000000000006
-509000 	0.66080000000000005
-501000 	0.67190000000000005
-493000 	0.68289999999999995
-485000 	0.69389999999999996
-477000 	0.70489999999999997
-469000 	0.71579999999999999
-461000 	0.72670000000000001
-453000 	0.73750000000000004
-445000 	0.74839999999999995
-437000 	0.75919999999999999
-429000 	0.77000000000000002
-420000 	0.78080000000000005
-412000 	0.79149999999999998
-404000 	0.80230000000000001
-396000 	0.81299999999999994
-388000 	0.82369999999999999
-380000 	0.83450000000000002
-372000 	0.84519999999999995
-364000 	0.85589999999999999
-356000 	0.86650000000000005
-348000 	0.87719999999999998
-340000 	0.88790000000000002
-331000 	0.89859999999999995
-323000 	0.90920000000000001
-315000 	0.91990000000000005
-307000 	0.93049999999999999
-299000 	0.94120000000000004
-291000 	0.95179999999999998
-283000 	0.96240000000000003
-275000 	0.97309999999999997
-267000 	0.98370000000000002
-259000 	0.99429999999999996
-251000 	1.0048999999999999
-243000 	1.0155000000000001
-234000 	1.0261
-226000 	1.0367
-218000 	1.0472999999999999
-210000 	1.0579000000000001
-202000 	1.0685
-194000 	1.0790999999999999
-186000 	1.0896999999999999
-178000 	1.1003000000000001
-170000 	1.1109
-162000 	1.1214999999999999
-154000 	1.1319999999999999
-146000 	1.1426000000000001
-137000 	1.1532
-129000 	1.1637999999999999
-121000 	1.1744000000000001
-113000 	1.1849000000000001
-105000 	1.1955
-97000 	1.2060999999999999
-89000 	1.2165999999999999
-81000 	1.2272000000000001
-73000 	1.2378
-65000 	1.2483
-57000 	1.2588999999999999
-49000 	1.2695000000000001
-40000 	1.28
-32000 	1.2906
-24000 	1.3010999999999999
-16000 	1.3117000000000001
-8000 	1.3222
0 	1.3328
