"H (A_per_meter)" 	"B (tesla)"
-1798000 	-2.3380000000000001
-1792000 	-1.7809999999999999
-1781000 	-1.5274000000000001
-1755000 	-1.3707
-1734000 	-1.3129999999999999
-1713000 	-1.2696000000000001
-1692000 	-1.2323
-1671000 	-1.1980999999999999
-1650000 	-1.1657999999999999
-1628000 	-1.1347
-1607000 	-1.1044
-1586000 	-1.0746
-1565000 	-1.0451999999999999
-1544000 	-1.0161
-1523000 	-0.98729999999999996
-1502000 	-0.95860000000000001
-1480000 	-0.93010000000000004
-1459000 	-0.90169999999999995
-1438000 	-0.87350000000000005
-1417000 	-0.84530000000000005
-1396000 	-0.81720000000000004
-1375000 	-0.78910000000000002
-1353000 	-0.7611
-1332000 	-0.73309999999999997
-1311000 	-0.70520000000000005
-1290000 	-0.67730000000000001
-1269000 	-0.64949999999999997
-1248000 	-0.62160000000000004
-1227000 	-0.59379999999999999
-1205000 	-0.56599999999999995
-1184000 	-0.5383
-1163000 	-0.51049999999999995
-1142000 	-0.48280000000000001
-1121000 	-0.4551
-1100000 	-0.4274
-1079000 	-0.3997
-1057000 	-0.372
-1036000 	-0.34429999999999999
-1015000 	-0.31659999999999999
-994000 	-0.28899999999999998
-973000 	-0.26129999999999998
-952000 	-0.23369999999999999
-931000 	-0.20610000000000001
-909000 	-0.1784
-888000 	-0.15079999999999999
-867000 	-0.1232
-846000 	-0.095600000000000004
-825000 	-0.068000000000000005
-804000 	-0.040399999999999998
-782000 	-0.012800000000000001
-761000 	0.014800000000000001
-740000 	0.0424
-719000 	0.070000000000000007
-698000 	0.097600000000000006
-677000 	0.12520000000000001
-656000 	0.15279999999999999
-634000 	0.18029999999999999
-613000 	0.2079
-592000 	0.23549999999999999
-571000 	0.2631
-550000 	0.29060000000000002
-529000 	0.31819999999999998
-508000 	0.3458
-486000 	0.37330000000000002
-465000 	0.40089999999999998
-444000 	0.4284
-423000 	0.45600000000000002
-402000 	0.48359999999999997
-381000 	0.5111
-360000 	0.53869999999999996
-338000 	0.56620000000000004
-317000 	0.59379999999999999
-296000 	0.62129999999999996
-275000 	0.64890000000000003
-254000 	0.6764
-233000 	0.70389999999999997
-211000 	0.73150000000000004
-190000 	0.75900000000000001
-169000 	0.78659999999999997
-148000 	0.81410000000000005
-127000 	0.8417
-106000 	0.86919999999999997
-85000 	0.89670000000000005
-63000 	0.92430000000000001
-42000 	0.95179999999999998
-21000 	0.97929999999999995
0 	1.0068999999999999
