"H (A_per_meter)" 	"B (tesla)"
-2373000 	-3.0865
-2361000 	-2.3875999999999999
-2349000 	-2.2351999999999999
-2317000 	-2.0865999999999998
-2289000 	-2.0196000000000001
-2261000 	-1.9671000000000001
-2233000 	-1.9209000000000001
-2206000 	-1.8777999999999999
-2178000 	-1.8366
-2150000 	-1.7966
-2122000 	-1.7574000000000001
-2094000 	-1.7188000000000001
-2066000 	-1.6806000000000001
-2038000 	-1.6427
-2010000 	-1.605
-1982000 	-1.5674999999999999
-1954000 	-1.5302
-1926000 	-1.4930000000000001
-1898000 	-1.4559
-1871000 	-1.4189000000000001
-1843000 	-1.3819999999999999
-1815000 	-1.3451
-1787000 	-1.3083
-1759000 	-1.2715000000000001
-1731000 	-1.2347999999999999
-1703000 	-1.1980999999999999
-1675000 	-1.1614
-1647000 	-1.1247
-1619000 	-1.0881000000000001
-1591000 	-1.0515000000000001
-1563000 	-1.0149999999999999
-1536000 	-0.97840000000000005
-1508000 	-0.94189999999999996
-1480000 	-0.90529999999999999
-1452000 	-0.86880000000000002
-1424000 	-0.83230000000000004
-1396000 	-0.79579999999999995
-1368000 	-0.75929999999999997
-1340000 	-0.72289999999999999
-1312000 	-0.68640000000000001
-1284000 	-0.64990000000000003
-1256000 	-0.61350000000000005
-1228000 	-0.57699999999999996
-1200000 	-0.54059999999999997
-1173000 	-0.50419999999999998
-1145000 	-0.4677
-1117000 	-0.43130000000000002
-1089000 	-0.39489999999999997
-1061000 	-0.35849999999999999
-1033000 	-0.3221
-1005000 	-0.28570000000000001
-977000 	-0.24929999999999999
-949000 	-0.21290000000000001
-921000 	-0.17649999999999999
-893000 	-0.1401
-865000 	-0.1037
-838000 	-0.067299999999999999
-810000 	-0.031
-782000 	0.0054000000000000003
-754000 	0.041799999999999997
-726000 	0.078200000000000006
-698000 	0.11459999999999999
-670000 	0.15090000000000001
-642000 	0.18729999999999999
-614000 	0.22370000000000001
-586000 	0.26000000000000001
-558000 	0.2964
-530000 	0.3327
-503000 	0.36909999999999998
-475000 	0.40550000000000003
-447000 	0.44180000000000003
-419000 	0.47820000000000001
-391000 	0.51449999999999996
-363000 	0.55089999999999995
-335000 	0.58720000000000006
-307000 	0.62360000000000004
-279000 	0.65990000000000004
-251000 	0.69630000000000003
-223000 	0.73260000000000003
-195000 	0.76900000000000002
-168000 	0.80530000000000002
-140000 	0.8417
-112000 	0.878
-84000 	0.91439999999999999
-56000 	0.95069999999999999
-28000 	0.98709999999999998
0 	1.0234000000000001
