"H (A_per_meter)" 	"B (tesla)"
-1359000 	-1.7678
-1358000 	-1.4958
-1348000 	-1.0321
-1327000 	-0.86980000000000002
-1311000 	-0.8206
-1295000 	-0.78490000000000004
-1279000 	-0.75490000000000002
-1263000 	-0.72789999999999999
-1247000 	-0.7026
-1231000 	-0.6784
-1215000 	-0.65490000000000004
-1199000 	-0.63190000000000002
-1183000 	-0.60940000000000005
-1167000 	-0.58709999999999996
-1151000 	-0.56510000000000005
-1135000 	-0.54320000000000002
-1119000 	-0.52149999999999996
-1103000 	-0.49980000000000002
-1087000 	-0.4783
-1071000 	-0.45689999999999997
-1055000 	-0.4355
-1039000 	-0.41420000000000001
-1023000 	-0.39290000000000003
-1007000 	-0.37169999999999997
-991000 	-0.35049999999999998
-975000 	-0.32929999999999998
-959000 	-0.30819999999999997
-943000 	-0.28710000000000002
-927000 	-0.26600000000000001
-911000 	-0.245
-895000 	-0.22389999999999999
-879000 	-0.2029
-863000 	-0.18190000000000001
-848000 	-0.16089999999999999
-832000 	-0.1399
-816000 	-0.11890000000000001
-800000 	-0.098000000000000004
-784000 	-0.076999999999999999
-768000 	-0.056099999999999997
-752000 	-0.035099999999999999
-736000 	-0.014200000000000001
-720000 	0.0067000000000000002
-704000 	0.027699999999999999
-688000 	0.048599999999999997
-672000 	0.069500000000000006
-656000 	0.090399999999999994
-640000 	0.1113
-624000 	0.13220000000000001
-608000 	0.15310000000000001
-592000 	0.1739
-576000 	0.1948
-560000 	0.2157
-544000 	0.2366
-528000 	0.25750000000000001
-512000 	0.27829999999999999
-496000 	0.29920000000000002
-480000 	0.3201
-464000 	0.34089999999999998
-448000 	0.36180000000000001
-432000 	0.3826
-416000 	0.40350000000000003
-400000 	0.4244
-384000 	0.44519999999999998
-368000 	0.46610000000000001
-352000 	0.4869
-336000 	0.50780000000000003
-320000 	0.52859999999999996
-304000 	0.5494
-288000 	0.57030000000000003
-272000 	0.59109999999999996
-256000 	0.61199999999999999
-240000 	0.63280000000000003
-224000 	0.65359999999999996
-208000 	0.67449999999999999
-192000 	0.69530000000000003
-176000 	0.71619999999999995
-160000 	0.73699999999999999
-144000 	0.75780000000000003
-128000 	0.77869999999999995
-112000 	0.79949999999999999
-96000 	0.82030000000000003
-80000 	0.84109999999999996
-64000 	0.86199999999999999
-48000 	0.88280000000000003
-32000 	0.90359999999999996
-16000 	0.92449999999999999
0 	0.94530000000000003
