"H (A_per_meter)" 	"B (tesla)"
-88000 	-0.115
-88000 	0.099900000000000003
-88000 	0.77539999999999998
-86000 	0.89280000000000004
-85000 	0.92749999999999999
-84000 	0.94630000000000003
-83000 	0.95850000000000002
-82000 	0.96709999999999996
-81000 	0.9738
-80000 	0.97909999999999997
-79000 	0.98360000000000003
-78000 	0.98750000000000004
-77000 	0.9909
-76000 	0.99399999999999999
-75000 	0.99680000000000002
-74000 	0.99939999999999996
-73000 	1.0019
-72000 	1.0042
-71000 	1.0064
-70000 	1.0085
-69000 	1.0105
-68000 	1.0125
-67000 	1.0144
-66000 	1.0162
-64000 	1.0181
-63000 	1.0198
-62000 	1.0216000000000001
-61000 	1.0233000000000001
-60000 	1.0249999999999999
-59000 	1.0266
-58000 	1.0283
-57000 	1.0299
-56000 	1.0315000000000001
-55000 	1.0330999999999999
-54000 	1.0347
-53000 	1.0362
-52000 	1.0378000000000001
-51000 	1.0392999999999999
-50000 	1.0407999999999999
-49000 	1.0424
-48000 	1.0439000000000001
-47000 	1.0454000000000001
-46000 	1.0468999999999999
-45000 	1.0484
-44000 	1.0498000000000001
-43000 	1.0512999999999999
-42000 	1.0528
-41000 	1.0543
-40000 	1.0557000000000001
-38000 	1.0571999999999999
-37000 	1.0586
-36000 	1.0601
-35000 	1.0615000000000001
-34000 	1.0629999999999999
-33000 	1.0644
-32000 	1.0658000000000001
-31000 	1.0672999999999999
-30000 	1.0687
-29000 	1.0701000000000001
-28000 	1.0714999999999999
-27000 	1.073
-26000 	1.0744
-25000 	1.0758000000000001
-24000 	1.0771999999999999
-23000 	1.0786
-22000 	1.0800000000000001
-21000 	1.0814999999999999
-20000 	1.0829
-19000 	1.0843
-18000 	1.0857000000000001
-17000 	1.0871
-16000 	1.0885
-15000 	1.0899000000000001
-14000 	1.0912999999999999
-12000 	1.0927
-11000 	1.0941000000000001
-10000 	1.0954999999999999
-9000 	1.0969
-8000 	1.0982000000000001
-7000 	1.0995999999999999
-6000 	1.101
-5000 	1.1024
-4000 	1.1037999999999999
-3000 	1.1052
-2000 	1.1066
-1000 	1.1080000000000001
0 	1.1093999999999999
