"H (A_per_meter)" 	"B (tesla)"
-2089000 	-2.7168000000000001
-2078000 	-1.9854000000000001
-2068000 	-1.8280000000000001
-2040000 	-1.679
-2015000 	-1.6147
-1991000 	-1.5658000000000001
-1966000 	-1.5234000000000001
-1941000 	-1.4843
-1917000 	-1.4472
-1892000 	-1.4114
-1868000 	-1.3764000000000001
-1843000 	-1.3420000000000001
-1819000 	-1.3080000000000001
-1794000 	-1.2744
-1769000 	-1.2410000000000001
-1745000 	-1.2078
-1720000 	-1.1748000000000001
-1696000 	-1.1418999999999999
-1671000 	-1.1091
-1647000 	-1.0764
-1622000 	-1.0438000000000001
-1597000 	-1.0112000000000001
-1573000 	-0.9788
-1548000 	-0.94630000000000003
-1524000 	-0.91390000000000005
-1499000 	-0.88149999999999995
-1475000 	-0.84919999999999995
-1450000 	-0.81689999999999996
-1425000 	-0.78459999999999996
-1401000 	-0.75229999999999997
-1376000 	-0.72009999999999996
-1352000 	-0.68789999999999996
-1327000 	-0.65569999999999995
-1302000 	-0.62350000000000005
-1278000 	-0.59130000000000005
-1253000 	-0.55910000000000004
-1229000 	-0.52700000000000002
-1204000 	-0.49480000000000002
-1180000 	-0.4627
-1155000 	-0.43059999999999998
-1130000 	-0.39850000000000002
-1106000 	-0.36630000000000001
-1081000 	-0.3342
-1057000 	-0.30209999999999998
-1032000 	-0.27010000000000001
-1008000 	-0.23799999999999999
-983000 	-0.2059
-958000 	-0.17380000000000001
-934000 	-0.14180000000000001
-909000 	-0.10970000000000001
-885000 	-0.077600000000000002
-860000 	-0.045600000000000002
-836000 	-0.0135
-811000 	0.018499999999999999
-786000 	0.050599999999999999
-762000 	0.082600000000000007
-737000 	0.1147
-713000 	0.1467
-688000 	0.1787
-664000 	0.21079999999999999
-639000 	0.24279999999999999
-614000 	0.27479999999999999
-590000 	0.30680000000000002
-565000 	0.33889999999999998
-541000 	0.37090000000000001
-516000 	0.40289999999999998
-492000 	0.43490000000000001
-467000 	0.46689999999999998
-442000 	0.49890000000000001
-418000 	0.53100000000000003
-393000 	0.56299999999999994
-369000 	0.59499999999999997
-344000 	0.627
-319000 	0.65900000000000003
-295000 	0.69099999999999995
-270000 	0.72299999999999998
-246000 	0.755
-221000 	0.78700000000000003
-197000 	0.81899999999999995
-172000 	0.85099999999999998
-147000 	0.88300000000000001
-123000 	0.91500000000000004
-98000 	0.94699999999999995
-74000 	0.97899999999999998
-49000 	1.0109999999999999
-25000 	1.0429999999999999
0 	1.075
