"H (A_per_meter)" 	"B (tesla)"
-87000 	-0.1137
-87000 	0.065699999999999995
-87000 	0.74950000000000006
-85000 	0.86329999999999996
-84000 	0.89690000000000003
-83000 	0.91520000000000001
-82000 	0.92700000000000005
-81000 	0.9355
-80000 	0.94189999999999996
-79000 	0.94710000000000005
-78000 	0.95150000000000001
-77000 	0.95530000000000004
-76000 	0.95860000000000001
-75000 	0.96160000000000001
-74000 	0.96440000000000003
-73000 	0.96699999999999997
-72000 	0.96940000000000004
-71000 	0.97160000000000002
-70000 	0.9738
-69000 	0.97589999999999999
-68000 	0.97789999999999999
-67000 	0.9798
-66000 	0.98170000000000002
-65000 	0.98350000000000004
-64000 	0.98529999999999995
-63000 	0.98699999999999999
-62000 	0.98870000000000002
-61000 	0.99039999999999995
-60000 	0.99209999999999998
-59000 	0.99370000000000003
-58000 	0.99529999999999996
-57000 	0.99690000000000001
-56000 	0.99850000000000005
-55000 	1.0001
-53000 	1.0016
-52000 	1.0032000000000001
-51000 	1.0046999999999999
-50000 	1.0062
-49000 	1.0077
-48000 	1.0092000000000001
-47000 	1.0106999999999999
-46000 	1.0122
-45000 	1.0137
-44000 	1.0150999999999999
-43000 	1.0165999999999999
-42000 	1.0181
-41000 	1.0195000000000001
-40000 	1.0209999999999999
-39000 	1.0224
-38000 	1.0238
-37000 	1.0253000000000001
-36000 	1.0266999999999999
-35000 	1.0281
-34000 	1.0296000000000001
-33000 	1.0309999999999999
-32000 	1.0324
-31000 	1.0338000000000001
-30000 	1.0351999999999999
-29000 	1.0366
-28000 	1.038
-27000 	1.0394000000000001
-26000 	1.0407999999999999
-25000 	1.0422
-24000 	1.0436000000000001
-23000 	1.0449999999999999
-22000 	1.0464
-21000 	1.0478000000000001
-20000 	1.0491999999999999
-19000 	1.0506
-17000 	1.052
-16000 	1.0533999999999999
-15000 	1.0548
-14000 	1.0561
-13000 	1.0575000000000001
-12000 	1.0589
-11000 	1.0603
-10000 	1.0617000000000001
-9000 	1.0629999999999999
-8000 	1.0644
-7000 	1.0658000000000001
-6000 	1.0671999999999999
-5000 	1.0685
-4000 	1.0699000000000001
-3000 	1.0712999999999999
-2000 	1.0727
-1000 	1.0740000000000001
0 	1.0753999999999999
