"H (A_per_meter)" 	"B (tesla)"
-1068000 	-1.3893
-1067000 	-1.1261000000000001
-1060000 	-0.67910000000000004
-1043000 	-0.52690000000000003
-1030000 	-0.48309999999999997
-1018000 	-0.45229999999999998
-1005000 	-0.42699999999999999
-993000 	-0.4047
-980000 	-0.38390000000000002
-968000 	-0.36430000000000001
-955000 	-0.34539999999999998
-943000 	-0.32690000000000002
-930000 	-0.30890000000000001
-917000 	-0.29110000000000003
-905000 	-0.27360000000000001
-892000 	-0.25619999999999998
-880000 	-0.2389
-867000 	-0.2218
-855000 	-0.20480000000000001
-842000 	-0.18779999999999999
-829000 	-0.1709
-817000 	-0.154
-804000 	-0.13719999999999999
-792000 	-0.1205
-779000 	-0.1037
-767000 	-0.087099999999999997
-754000 	-0.070400000000000004
-741000 	-0.053699999999999998
-729000 	-0.037100000000000001
-716000 	-0.020500000000000001
-704000 	-0.0040000000000000001
-691000 	0.0126
-679000 	0.0292
-666000 	0.045699999999999998
-653000 	0.062199999999999998
-641000 	0.078799999999999995
-628000 	0.095299999999999996
-616000 	0.1118
-603000 	0.12820000000000001
-591000 	0.1447
-578000 	0.16120000000000001
-566000 	0.1777
-553000 	0.19409999999999999
-540000 	0.21060000000000001
-528000 	0.22700000000000001
-515000 	0.24349999999999999
-503000 	0.25990000000000002
-490000 	0.27639999999999998
-478000 	0.2928
-465000 	0.30919999999999997
-452000 	0.32569999999999999
-440000 	0.34210000000000002
-427000 	0.35849999999999999
-415000 	0.37490000000000001
-402000 	0.39129999999999998
-390000 	0.40770000000000001
-377000 	0.42420000000000002
-364000 	0.44059999999999999
-352000 	0.45700000000000002
-339000 	0.47339999999999999
-327000 	0.48980000000000001
-314000 	0.50619999999999998
-302000 	0.52259999999999995
-289000 	0.53900000000000003
-276000 	0.5554
-264000 	0.57179999999999997
-251000 	0.58809999999999996
-239000 	0.60450000000000004
-226000 	0.62090000000000001
-214000 	0.63729999999999998
-201000 	0.65369999999999995
-189000 	0.67010000000000003
-176000 	0.6865
-163000 	0.70279999999999998
-151000 	0.71919999999999995
-138000 	0.73560000000000003
-126000 	0.752
-113000 	0.76839999999999997
-101000 	0.78469999999999995
-88000 	0.80110000000000003
-75000 	0.8175
-63000 	0.83389999999999997
-50000 	0.85019999999999996
-38000 	0.86660000000000004
-25000 	0.88300000000000001
-13000 	0.89939999999999998
0 	0.91569999999999996
