"H (A_per_meter)" 	"B (tesla)"
-41000 	-0.0528
-41000 	0.1303
-40000 	0.82809999999999995
-40000 	0.94340000000000002
-39000 	0.97699999999999998
-39000 	0.995
-38000 	1.0063
-38000 	1.0141
-37000 	1.02
-37000 	1.0246
-36000 	1.0283
-36000 	1.0314000000000001
-35000 	1.0341
-35000 	1.0364
-34000 	1.0385
-34000 	1.0403
-33000 	1.0421
-33000 	1.0436000000000001
-32000 	1.0450999999999999
-32000 	1.0465
-32000 	1.0477000000000001
-31000 	1.0489999999999999
-31000 	1.0501
-30000 	1.0512999999999999
-30000 	1.0523
-29000 	1.0533999999999999
-29000 	1.0544
-28000 	1.0553999999999999
-28000 	1.0563
-27000 	1.0571999999999999
-27000 	1.0581
-26000 	1.0589999999999999
-26000 	1.0599000000000001
-25000 	1.0608
-25000 	1.0616000000000001
-24000 	1.0624
-24000 	1.0631999999999999
-23000 	1.0640000000000001
-23000 	1.0648
-22000 	1.0656000000000001
-22000 	1.0664
-21000 	1.0671999999999999
-21000 	1.0679000000000001
-21000 	1.0687
-20000 	1.0693999999999999
-20000 	1.0702
-19000 	1.0709
-19000 	1.0717000000000001
-18000 	1.0724
-18000 	1.0730999999999999
-17000 	1.0738000000000001
-17000 	1.0745
-16000 	1.0752999999999999
-16000 	1.0760000000000001
-15000 	1.0767
-15000 	1.0773999999999999
-14000 	1.0781000000000001
-14000 	1.0788
-13000 	1.0794999999999999
-13000 	1.0802
-12000 	1.0808
-12000 	1.0814999999999999
-11000 	1.0822000000000001
-11000 	1.0829
-11000 	1.0835999999999999
-10000 	1.0843
-10000 	1.0849
-9000 	1.0855999999999999
-9000 	1.0863
-8000 	1.087
-8000 	1.0875999999999999
-7000 	1.0883
-7000 	1.089
-6000 	1.0895999999999999
-6000 	1.0903
-5000 	1.091
-5000 	1.0915999999999999
-4000 	1.0923
-4000 	1.0929
-3000 	1.0935999999999999
-3000 	1.0943000000000001
-2000 	1.0949
-2000 	1.0955999999999999
-1000 	1.0962000000000001
-1000 	1.0969
0 	1.0974999999999999
0 	1.0982000000000001
