"H (A_per_meter)" 	"B (tesla)"
-500000 	-0.64990000000000003
-499000 	-0.067400000000000002
-495000 	0.38030000000000003
-488000 	0.54890000000000005
-482000 	0.5958
-476000 	0.624
-470000 	0.64439999999999997
-464000 	0.66059999999999997
-459000 	0.67449999999999999
-453000 	0.68689999999999996
-447000 	0.69820000000000004
-441000 	0.70879999999999999
-435000 	0.71889999999999998
-429000 	0.72860000000000003
-423000 	0.73799999999999999
-417000 	0.74709999999999999
-411000 	0.75600000000000001
-406000 	0.76480000000000004
-400000 	0.77339999999999998
-394000 	0.78200000000000003
-388000 	0.79039999999999999
-382000 	0.79879999999999995
-376000 	0.80710000000000004
-370000 	0.81530000000000002
-364000 	0.82350000000000001
-359000 	0.83169999999999999
-353000 	0.83979999999999999
-347000 	0.8478
-341000 	0.85589999999999999
-335000 	0.8639
-329000 	0.87190000000000001
-323000 	0.87980000000000003
-317000 	0.88780000000000003
-312000 	0.89570000000000005
-306000 	0.90359999999999996
-300000 	0.91149999999999998
-294000 	0.9194
-288000 	0.92720000000000002
-282000 	0.93510000000000004
-276000 	0.94289999999999996
-270000 	0.95069999999999999
-265000 	0.95860000000000001
-259000 	0.96640000000000004
-253000 	0.97419999999999995
-247000 	0.98199999999999998
-241000 	0.98980000000000001
-235000 	0.99760000000000004
-229000 	1.0053000000000001
-223000 	1.0130999999999999
-218000 	1.0208999999999999
-212000 	1.0286
-206000 	1.0364
-200000 	1.0442
-194000 	1.0519000000000001
-188000 	1.0597000000000001
-182000 	1.0673999999999999
-176000 	1.0750999999999999
-170000 	1.0829
-165000 	1.0906
-159000 	1.0983000000000001
-153000 	1.1061000000000001
-147000 	1.1137999999999999
-141000 	1.1214999999999999
-135000 	1.1292
-129000 	1.1369
-123000 	1.1447000000000001
-118000 	1.1524000000000001
-112000 	1.1600999999999999
-106000 	1.1677999999999999
-100000 	1.1755
-94000 	1.1832
-88000 	1.1909000000000001
-82000 	1.1986000000000001
-76000 	1.2062999999999999
-71000 	1.214
-65000 	1.2217
-59000 	1.2294
-53000 	1.2371000000000001
-47000 	1.2447999999999999
-41000 	1.2524999999999999
-35000 	1.2602
-29000 	1.2678
-24000 	1.2755000000000001
-18000 	1.2831999999999999
-12000 	1.2908999999999999
-6000 	1.2986
0 	1.3063
