"H (A_per_meter)" 	"B (tesla)"
-819000 	-1.0653999999999999
-819000 	-0.90159999999999996
-811000 	-0.37919999999999998
-800000 	-0.27679999999999999
-790000 	-0.2389
-781000 	-0.21310000000000001
-771000 	-0.19239999999999999
-761000 	-0.17430000000000001
-752000 	-0.15770000000000001
-742000 	-0.14219999999999999
-732000 	-0.12720000000000001
-723000 	-0.1128
-713000 	-0.098699999999999996
-704000 	-0.0848
-694000 	-0.071199999999999999
-684000 	-0.057700000000000001
-675000 	-0.044299999999999999
-665000 	-0.031099999999999999
-655000 	-0.017899999999999999
-646000 	-0.0047999999999999996
-636000 	0.0083000000000000001
-626000 	0.021299999999999999
-617000 	0.034200000000000001
-607000 	0.047100000000000003
-598000 	0.059999999999999998
-588000 	0.072900000000000006
-578000 	0.085699999999999998
-569000 	0.098500000000000004
-559000 	0.1113
-549000 	0.1241
-540000 	0.1368
-530000 	0.14960000000000001
-520000 	0.1623
-511000 	0.17499999999999999
-501000 	0.18770000000000001
-492000 	0.20039999999999999
-482000 	0.21310000000000001
-472000 	0.2258
-463000 	0.2384
-453000 	0.25109999999999999
-443000 	0.26369999999999999
-434000 	0.27639999999999998
-424000 	0.28899999999999998
-414000 	0.30170000000000002
-405000 	0.31430000000000002
-395000 	0.32690000000000002
-385000 	0.33960000000000001
-376000 	0.35220000000000001
-366000 	0.36480000000000001
-357000 	0.37740000000000001
-347000 	0.39000000000000001
-337000 	0.40260000000000001
-328000 	0.41520000000000001
-318000 	0.42780000000000001
-308000 	0.44040000000000001
-299000 	0.45300000000000001
-289000 	0.46560000000000001
-279000 	0.47820000000000001
-270000 	0.49080000000000001
-260000 	0.50339999999999996
-251000 	0.51600000000000001
-241000 	0.52859999999999996
-231000 	0.54110000000000003
-222000 	0.55369999999999997
-212000 	0.56630000000000003
-202000 	0.57889999999999997
-193000 	0.59150000000000003
-183000 	0.60399999999999998
-173000 	0.61660000000000004
-164000 	0.62919999999999998
-154000 	0.64180000000000004
-145000 	0.65429999999999999
-135000 	0.66690000000000005
-125000 	0.67949999999999999
-116000 	0.69199999999999995
-106000 	0.7046
-96000 	0.71719999999999995
-87000 	0.72970000000000002
-77000 	0.74229999999999996
-67000 	0.75490000000000002
-58000 	0.76739999999999997
-48000 	0.78000000000000003
-39000 	0.79259999999999997
-29000 	0.80510000000000004
-19000 	0.81769999999999998
-10000 	0.83020000000000005
0 	0.84279999999999999
