"H (A_per_meter)" 	"B (tesla)"
-643000 	-0.83679999999999999
-640000 	0.11459999999999999
-637000 	0.30859999999999999
-628000 	0.46800000000000003
-621000 	0.52049999999999996
-613000 	0.55269999999999997
-606000 	0.57630000000000003
-598000 	0.59550000000000003
-590000 	0.61209999999999998
-583000 	0.62709999999999999
-575000 	0.64100000000000001
-568000 	0.65400000000000003
-560000 	0.66649999999999998
-553000 	0.67859999999999998
-545000 	0.69030000000000002
-537000 	0.70169999999999999
-530000 	0.71299999999999997
-522000 	0.72409999999999997
-515000 	0.73499999999999999
-507000 	0.74580000000000002
-500000 	0.75649999999999995
-492000 	0.7671
-484000 	0.77769999999999995
-477000 	0.78820000000000001
-469000 	0.79859999999999998
-462000 	0.80900000000000005
-454000 	0.81930000000000003
-447000 	0.8296
-439000 	0.83989999999999998
-431000 	0.85009999999999997
-424000 	0.86040000000000005
-416000 	0.87050000000000005
-409000 	0.88070000000000004
-401000 	0.89090000000000003
-394000 	0.90100000000000002
-386000 	0.91110000000000002
-378000 	0.92120000000000002
-371000 	0.93130000000000002
-363000 	0.94130000000000003
-356000 	0.95140000000000002
-348000 	0.96150000000000002
-341000 	0.97150000000000003
-333000 	0.98150000000000004
-325000 	0.99150000000000005
-318000 	1.0015000000000001
-310000 	1.0115000000000001
-303000 	1.0215000000000001
-295000 	1.0315000000000001
-288000 	1.0415000000000001
-280000 	1.0515000000000001
-272000 	1.0615000000000001
-265000 	1.0713999999999999
-257000 	1.0813999999999999
-250000 	1.0913999999999999
-242000 	1.1012999999999999
-235000 	1.1113
-227000 	1.1212
-220000 	1.1311
-212000 	1.1411
-204000 	1.151
-197000 	1.161
-189000 	1.1709000000000001
-182000 	1.1808000000000001
-174000 	1.1907000000000001
-167000 	1.2007000000000001
-159000 	1.2105999999999999
-151000 	1.2204999999999999
-144000 	1.2303999999999999
-136000 	1.2403
-129000 	1.2502
-121000 	1.2601
-114000 	1.27
-106000 	1.28
-98000 	1.2899
-91000 	1.2998000000000001
-83000 	1.3097000000000001
-76000 	1.3196000000000001
-68000 	1.3294999999999999
-61000 	1.3393999999999999
-53000 	1.3492
-45000 	1.3591
-38000 	1.369
-30000 	1.3789
-23000 	1.3888
-15000 	1.3987000000000001
-8000 	1.4086000000000001
0 	1.4185000000000001
