"H (A_per_meter)" 	"B (tesla)"
-2025000 	-2.6341999999999999
-2015000 	-1.9313
-2005000 	-1.7799
-1978000 	-1.6364000000000001
-1954000 	-1.5744
-1930000 	-1.5270999999999999
-1906000 	-1.4861
-1882000 	-1.4482999999999999
-1859000 	-1.4124000000000001
-1835000 	-1.3775999999999999
-1811000 	-1.3436999999999999
-1787000 	-1.3104
-1763000 	-1.2775000000000001
-1739000 	-1.2448999999999999
-1716000 	-1.2124999999999999
-1692000 	-1.1803999999999999
-1668000 	-1.1483000000000001
-1644000 	-1.1165
-1620000 	-1.0847
-1596000 	-1.0529999999999999
-1573000 	-1.0214000000000001
-1549000 	-0.98980000000000001
-1525000 	-0.95830000000000004
-1501000 	-0.92679999999999996
-1477000 	-0.89539999999999997
-1453000 	-0.86399999999999999
-1430000 	-0.8327
-1406000 	-0.8014
-1382000 	-0.77010000000000001
-1358000 	-0.73880000000000001
-1334000 	-0.70750000000000002
-1311000 	-0.67630000000000001
-1287000 	-0.64510000000000001
-1263000 	-0.61380000000000001
-1239000 	-0.5827
-1215000 	-0.55149999999999999
-1191000 	-0.52029999999999998
-1168000 	-0.48909999999999998
-1144000 	-0.45800000000000002
-1120000 	-0.42680000000000001
-1096000 	-0.3957
-1072000 	-0.36459999999999998
-1048000 	-0.33339999999999997
-1025000 	-0.30230000000000001
-1001000 	-0.2712
-977000 	-0.24010000000000001
-953000 	-0.20899999999999999
-929000 	-0.1779
-905000 	-0.14680000000000001
-882000 	-0.1157
-858000 	-0.084599999999999995
-834000 	-0.053600000000000002
-810000 	-0.022499999999999999
-786000 	0.0086
-762000 	0.039699999999999999
-739000 	0.070699999999999999
-715000 	0.1018
-691000 	0.13289999999999999
-667000 	0.16389999999999999
-643000 	0.19500000000000001
-620000 	0.22600000000000001
-596000 	0.2571
-572000 	0.28810000000000002
-548000 	0.31919999999999998
-524000 	0.35020000000000001
-500000 	0.38129999999999997
-477000 	0.4123
-453000 	0.44340000000000002
-429000 	0.47439999999999999
-405000 	0.50539999999999996
-381000 	0.53649999999999998
-357000 	0.5675
-334000 	0.59850000000000003
-310000 	0.62960000000000005
-286000 	0.66059999999999997
-262000 	0.69159999999999999
-238000 	0.72270000000000001
-214000 	0.75370000000000004
-191000 	0.78469999999999995
-167000 	0.81579999999999997
-143000 	0.8468
-119000 	0.87780000000000002
-95000 	0.90880000000000005
-71000 	0.93989999999999996
-48000 	0.97089999999999999
-24000 	1.0019
0 	1.0328999999999999
