"H (A_per_meter)" 	"B (tesla)"
-148000 	-0.19270000000000001
-148000 	0.1104
-147000 	0.72570000000000001
-145000 	0.84770000000000001
-143000 	0.88429999999999997
-141000 	0.90459999999999996
-139000 	0.91800000000000004
-138000 	0.92779999999999996
-136000 	0.9355
-134000 	0.94189999999999996
-132000 	0.94740000000000002
-131000 	0.95230000000000004
-129000 	0.95669999999999999
-127000 	0.9607
-125000 	0.96450000000000002
-124000 	0.96809999999999996
-122000 	0.97150000000000003
-120000 	0.97470000000000001
-119000 	0.97789999999999999
-117000 	0.98089999999999999
-115000 	0.9839
-113000 	0.98680000000000001
-112000 	0.98960000000000004
-110000 	0.99239999999999995
-108000 	0.99509999999999998
-106000 	0.99780000000000002
-105000 	1.0004999999999999
-103000 	1.0031000000000001
-101000 	1.0057
-99000 	1.0083
-98000 	1.0108999999999999
-96000 	1.0134000000000001
-94000 	1.016
-92000 	1.0185
-91000 	1.0209999999999999
-89000 	1.0234000000000001
-87000 	1.0259
-85000 	1.0284
-84000 	1.0307999999999999
-82000 	1.0333000000000001
-80000 	1.0357000000000001
-78000 	1.0381
-77000 	1.0405
-75000 	1.0428999999999999
-73000 	1.0452999999999999
-71000 	1.0477000000000001
-70000 	1.0501
-68000 	1.0525
-66000 	1.0548999999999999
-64000 	1.0572999999999999
-63000 	1.0596000000000001
-61000 	1.0620000000000001
-59000 	1.0644
-58000 	1.0667
-56000 	1.0690999999999999
-54000 	1.0713999999999999
-52000 	1.0738000000000001
-51000 	1.0761000000000001
-49000 	1.0785
-47000 	1.0808
-45000 	1.0831
-44000 	1.0854999999999999
-42000 	1.0878000000000001
-40000 	1.0901000000000001
-38000 	1.0925
-37000 	1.0948
-35000 	1.0971
-33000 	1.0993999999999999
-31000 	1.1017999999999999
-30000 	1.1041000000000001
-28000 	1.1064000000000001
-26000 	1.1087
-24000 	1.111
-23000 	1.1133
-21000 	1.1156999999999999
-19000 	1.1180000000000001
-17000 	1.1203000000000001
-16000 	1.1226
-14000 	1.1249
-12000 	1.1272
-10000 	1.1294999999999999
-9000 	1.1317999999999999
-7000 	1.1341000000000001
-5000 	1.1364000000000001
-3000 	1.1387
-2000 	1.141
0 	1.1433
