% Model:              Two_segments_demag.mph
% Version:            COMSOL 5.6.0.341
% Date:               Feb 13 2022, 14:51
% Dimension:          1
% Nodes:              1000
% Expressions:        1
% Description:        Line graph
% s                       Height
0                         2.334257973565733E-5
0                         0.001126712847739017
2.0073906910310904E-5     0.0022300774940764304
4.01478138206168E-5       0.0033334355653342
6.022172073092537E-5      0.00443678610821423
8.029562764123472E-5      0.005540128169308384
1.003695345515447E-4      0.006627875239892287
1.2044344146185129E-4     0.0077392654060059055
1.405173483721605E-4      0.008850643387767764
1.6059125528247303E-4     0.009962008225752321
1.8066516219277838E-4     0.011073358960521274
2.0073906910308793E-4     0.01218469463268798
2.2081297601339768E-4     0.01329601428283339
2.4088688292370515E-4     0.01440731695154877
2.609607898340157E-4      0.015518601679454149
2.810346967443207E-4      0.016629867507190175
3.011086036546312E-4      0.017741113475362797
3.211825105649385E-4      0.018855289736232596
3.412564174752515E-4      0.019969071559522364
3.613303243855579E-4      0.021082823308951462
3.8140423129586593E-4     0.02219654402219888
4.014781382061759E-4      0.02331023273684375
4.215520451164844E-4      0.02442793438285276
4.4162595202679216E-4     0.025547198676618355
4.6169985893710177E-4     0.026666430471870988
4.8177376584741046E-4     0.027785628800007036
5.018476727577171E-4      0.02890479269237323
5.219215796680266E-4      0.030023921180393345
5.419954865783365E-4      0.03113992650862492
5.620693934886462E-4      0.032268012619077004
5.821433003989534E-4      0.03339605406758681
6.022172073092632E-4      0.034524049879653275
6.222911142195732E-4      0.03565199908084117
6.423650211298818E-4      0.03677990069667006
6.624389280401888E-4      0.03790775375275368
6.825128349504979E-4      0.03905897712282294
7.025867418608082E-4      0.04019690447556645
7.226606487711168E-4      0.04133478480572943
7.427345556814233E-4      0.04245993858698461
7.628084625917327E-4      0.04360023023092315
7.828823695020423E-4      0.044740460429694234
8.029562764123496E-4      0.04588062819425465
8.230301833226591E-4      0.04702073253558131
8.431040902329688E-4      0.04816077246469113
8.631779971432774E-4      0.049300746992670785
8.83251904053583E-4       0.05044065513057208
9.03325810963894E-4       0.05160555442745446
9.233997178742035E-4      0.052770710189413934
9.434736247845134E-4      0.053935798828046916
9.635475316948207E-4      0.05510081934028082
9.836214386051284E-4      0.056265770723147125
0.0010036953455154387     0.05742515405573208
0.0010237692524257493     0.0585900416112103
0.0010438431593360563     0.05975484212137029
0.0010639170662463636     0.06091955457742662
0.0010839909731566733     0.06208417797071439
0.001104064880066983      0.06326216082015228
0.0011241387869772895     0.06444446992159922
0.0011442126938876014     0.06562669621401171
0.0011642866007979089     0.06680883867562872
0.0011843605077082144     0.06799089628476786
0.001204434414618527      0.06918209875736808
0.0012245083215288368     0.07037353520447322
0.001244582228439145      0.07156486860256323
0.0012646561353494537     0.0727560979193292
0.0012847300422597619     0.07394722212246037
0.0013048039491700694     0.0751382401797889
0.0013248778560803814     0.07634552214632294
0.001344951762990687      0.07756839013474946
0.0013650256699009955     0.07879115500464877
0.0013850995768113056     0.08001381570476863
0.0014051734837216157     0.08123637118387328
0.0014252473906319217     0.08245882039079881
0.0014453212975422318     0.08368172514399451
0.0014653952044525415     0.08490806732175868
0.0014854691113628511     0.0861342826497161
0.0015055430182731573     0.08736037006629362
0.0015256169251834676     0.08860443516817282
0.0015456908320937753     0.0898491512749285
0.001565764739004084      0.09109374851714926
0.0015858386459143942     0.09233822581664333
0.001605912552824703      0.09358258209521564
0.0016259864597350107     0.0948439114420542
0.0016460603666453178     0.09610769726635775
0.0016661342735556286     0.09737134181361784
0.001686208180465937      0.09863484398949016
0.0017062820873762466     0.09989820269971926
0.0017263559942865534     0.10115382268287884
0.0017464299011968637     0.10245682694230729
0.001766503808107171      0.10375969195595151
0.001786577715017481      0.10506241660541792
0.0018066516219277919     0.10636499977237673
0.0018267255288380978     0.10766744033865133
0.0018467994357484075     0.10896449176011432
0.0018668733426587167     0.11027017152816056
0.001886947249569024      0.11157568406016621
0.0019070211564793332     0.11288102822477818
0.0019270950633896412     0.11421087886017775
0.0019471689702999513     0.11553894595803986
0.001967242877210258      0.11686685601759918
0.00198731678412057       0.11819460788631174
0.0020073906910308753     0.11952220041178827
0.0020274645979411875     0.12086782064233233
0.0020475385048514963     0.12222448732022144
0.0020676124117618064     0.12358097057117386
0.0020876863186721135     0.12493726922037802
0.002107760225582421      0.12629338209311797
0.0021278341324927294     0.12764930801478155
