"H (A_per_meter)" 	"B (tesla)"
-63000 	-0.082100000000000006
-63000 	0.14419999999999999
-62000 	0.85509999999999997
-62000 	0.97819999999999996
-61000 	1.0143
-60000 	1.0337000000000001
-59000 	1.046
-59000 	1.0547
-58000 	1.0611999999999999
-57000 	1.0664
-56000 	1.0706
-56000 	1.0742
-55000 	1.0773999999999999
-54000 	1.0802
-53000 	1.0827
-53000 	1.085
-52000 	1.0871
-51000 	1.0891
-50000 	1.0909
-50000 	1.0927
-49000 	1.0944
-48000 	1.0960000000000001
-48000 	1.0974999999999999
-47000 	1.099
-46000 	1.1005
-45000 	1.1019000000000001
-45000 	1.1032999999999999
-44000 	1.1046
-43000 	1.1059000000000001
-42000 	1.1072
-42000 	1.1085
-41000 	1.1096999999999999
-40000 	1.111
-39000 	1.1122000000000001
-39000 	1.1133999999999999
-38000 	1.1146
-37000 	1.1156999999999999
-36000 	1.1169
-36000 	1.1180000000000001
-35000 	1.1192
-34000 	1.1203000000000001
-33000 	1.1214
-33000 	1.1225000000000001
-32000 	1.1236999999999999
-31000 	1.1248
-30000 	1.1258999999999999
-30000 	1.1269
-29000 	1.1279999999999999
-28000 	1.1291
-27000 	1.1302000000000001
-27000 	1.1313
-26000 	1.1323000000000001
-25000 	1.1334
-24000 	1.1344000000000001
-24000 	1.1355
-23000 	1.1366000000000001
-22000 	1.1375999999999999
-22000 	1.1386000000000001
-21000 	1.1396999999999999
-20000 	1.1407
-19000 	1.1417999999999999
-19000 	1.1428
-18000 	1.1437999999999999
-17000 	1.1449
-16000 	1.1458999999999999
-16000 	1.1469
-15000 	1.1479999999999999
-14000 	1.149
-13000 	1.1499999999999999
-13000 	1.151
-12000 	1.1519999999999999
-11000 	1.1531
-10000 	1.1540999999999999
-10000 	1.1551
-9000 	1.1560999999999999
-8000 	1.1571
-7000 	1.1580999999999999
-7000 	1.1591
-6000 	1.1600999999999999
-5000 	1.1611
-4000 	1.1620999999999999
-4000 	1.1631
-3000 	1.1641999999999999
-2000 	1.1652
-1000 	1.1661999999999999
-1000 	1.1672
0 	1.1681999999999999
