"H (A_per_meter)" 	"B (tesla)"
-388000 	-0.50480000000000003
-388000 	-0.026700000000000002
-385000 	0.46999999999999997
-379000 	0.65920000000000001
-374000 	0.70330000000000004
-370000 	0.72929999999999995
-365000 	0.74760000000000004
-361000 	0.76190000000000002
-356000 	0.77390000000000003
-352000 	0.78449999999999998
-347000 	0.79400000000000004
-342000 	0.80279999999999996
-338000 	0.81110000000000004
-333000 	0.81899999999999995
-329000 	0.82669999999999999
-324000 	0.83409999999999995
-320000 	0.84130000000000005
-315000 	0.84830000000000005
-310000 	0.85519999999999996
-306000 	0.86199999999999999
-301000 	0.86870000000000003
-297000 	0.87539999999999996
-292000 	0.88190000000000002
-288000 	0.88839999999999997
-283000 	0.89490000000000003
-279000 	0.90129999999999999
-274000 	0.90769999999999995
-269000 	0.91410000000000002
-265000 	0.9204
-260000 	0.92669999999999997
-256000 	0.93289999999999995
-251000 	0.93920000000000003
-247000 	0.94540000000000002
-242000 	0.9516
-237000 	0.95779999999999998
-233000 	0.96399999999999997
-228000 	0.97019999999999995
-224000 	0.97629999999999995
-219000 	0.98240000000000005
-215000 	0.98860000000000003
-210000 	0.99470000000000003
-205000 	1.0007999999999999
-201000 	1.0068999999999999
-196000 	1.0129999999999999
-192000 	1.0190999999999999
-187000 	1.0251999999999999
-183000 	1.0311999999999999
-178000 	1.0373000000000001
-174000 	1.0434000000000001
-169000 	1.0494000000000001
-164000 	1.0555000000000001
-160000 	1.0615000000000001
-155000 	1.0676000000000001
-151000 	1.0736000000000001
-146000 	1.0797000000000001
-142000 	1.0857000000000001
-137000 	1.0916999999999999
-132000 	1.0976999999999999
-128000 	1.1037999999999999
-123000 	1.1097999999999999
-119000 	1.1157999999999999
-114000 	1.1217999999999999
-110000 	1.1277999999999999
-105000 	1.1337999999999999
-100000 	1.1397999999999999
-96000 	1.1458999999999999
-91000 	1.1518999999999999
-87000 	1.1578999999999999
-82000 	1.1638999999999999
-78000 	1.1698999999999999
-73000 	1.1758
-68000 	1.1818
-64000 	1.1878
-59000 	1.1938
-55000 	1.1998
-50000 	1.2058
-46000 	1.2118
-41000 	1.2178
-37000 	1.2238
-32000 	1.2297
-27000 	1.2357
-23000 	1.2417
-18000 	1.2477
-14000 	1.2537
-9000 	1.2596000000000001
-5000 	1.2656000000000001
0 	1.2716000000000001
