"H (A_per_meter)" 	"B (tesla)"
-192000 	-0.24959999999999999
-192000 	0.094500000000000001
-190000 	0.6704
-187000 	0.84589999999999999
-185000 	0.88490000000000002
-183000 	0.90690000000000004
-181000 	0.92149999999999999
-178000 	0.93240000000000001
-176000 	0.94099999999999995
-174000 	0.94830000000000003
-172000 	0.9546
-169000 	0.96030000000000004
-167000 	0.96550000000000002
-165000 	0.97030000000000005
-163000 	0.9748
-160000 	0.97909999999999997
-158000 	0.98319999999999996
-156000 	0.98719999999999997
-154000 	0.99109999999999998
-151000 	0.99480000000000002
-149000 	0.99850000000000005
-147000 	1.0021
-145000 	1.0056
-142000 	1.0091000000000001
-140000 	1.0125999999999999
-138000 	1.016
-135000 	1.0193000000000001
-133000 	1.0226
-131000 	1.0259
-129000 	1.0291999999999999
-126000 	1.0325
-124000 	1.0357000000000001
-122000 	1.0388999999999999
-120000 	1.0421
-117000 	1.0452999999999999
-115000 	1.0484
-113000 	1.0516000000000001
-111000 	1.0547
-108000 	1.0578000000000001
-106000 	1.0609999999999999
-104000 	1.0641
-102000 	1.0671999999999999
-99000 	1.0703
-97000 	1.0732999999999999
-95000 	1.0764
-93000 	1.0794999999999999
-90000 	1.0826
-88000 	1.0855999999999999
-86000 	1.0887
-84000 	1.0916999999999999
-81000 	1.0948
-79000 	1.0978000000000001
-77000 	1.1008
-75000 	1.1039000000000001
-72000 	1.1069
-70000 	1.1099000000000001
-68000 	1.113
-65000 	1.1160000000000001
-63000 	1.119
-61000 	1.1220000000000001
-59000 	1.125
-56000 	1.1279999999999999
-54000 	1.131
-52000 	1.1339999999999999
-50000 	1.137
-47000 	1.1399999999999999
-45000 	1.143
-43000 	1.1459999999999999
-41000 	1.149
-38000 	1.1519999999999999
-36000 	1.155
-34000 	1.1579999999999999
-32000 	1.161
-29000 	1.1639999999999999
-27000 	1.167
-25000 	1.1698999999999999
-23000 	1.1729000000000001
-20000 	1.1758999999999999
-18000 	1.1789000000000001
-16000 	1.1819
-14000 	1.1848000000000001
-11000 	1.1878
-9000 	1.1908000000000001
-7000 	1.1938
-5000 	1.1968000000000001
-2000 	1.1997
0 	1.2027000000000001
