"H (A_per_meter)" 	"B (tesla)"
-1337000 	-1.7387999999999999
-1330000 	-0.78520000000000001
-1324000 	-0.58720000000000006
-1305000 	-0.41589999999999999
-1290000 	-0.35289999999999999
-1274000 	-0.31019999999999998
-1258000 	-0.27600000000000002
-1243000 	-0.2462
-1227000 	-0.219
-1211000 	-0.19339999999999999
-1195000 	-0.16900000000000001
-1180000 	-0.14530000000000001
-1164000 	-0.1222
-1148000 	-0.099500000000000005
-1132000 	-0.077200000000000005
-1117000 	-0.055100000000000003
-1101000 	-0.033300000000000003
-1085000 	-0.011599999999999999
-1070000 	0.0099000000000000008
-1054000 	0.031399999999999997
-1038000 	0.052699999999999997
-1022000 	0.073899999999999993
-1007000 	0.095100000000000004
-991000 	0.1162
-975000 	0.13719999999999999
-959000 	0.15820000000000001
-944000 	0.1792
-928000 	0.2001
-912000 	0.221
-897000 	0.24179999999999999
-881000 	0.2626
-865000 	0.28339999999999999
-849000 	0.30420000000000003
-834000 	0.32500000000000001
-818000 	0.34570000000000001
-802000 	0.3664
-786000 	0.3871
-771000 	0.4078
-755000 	0.42849999999999999
-739000 	0.44919999999999999
-724000 	0.4698
-708000 	0.49049999999999999
-692000 	0.5111
-676000 	0.53180000000000005
-661000 	0.5524
-645000 	0.57299999999999995
-629000 	0.59360000000000002
-613000 	0.61419999999999997
-598000 	0.63480000000000003
-582000 	0.65539999999999998
-566000 	0.67600000000000005
-550000 	0.69650000000000001
-535000 	0.71709999999999996
-519000 	0.73770000000000002
-503000 	0.75829999999999997
-488000 	0.77880000000000005
-472000 	0.7994
-456000 	0.81989999999999996
-440000 	0.84050000000000002
-425000 	0.86099999999999999
-409000 	0.88160000000000005
-393000 	0.90210000000000001
-377000 	0.92269999999999996
-362000 	0.94320000000000004
-346000 	0.9637
-330000 	0.98429999999999995
-315000 	1.0047999999999999
-299000 	1.0253000000000001
-283000 	1.0458000000000001
-267000 	1.0664
-252000 	1.0869
-236000 	1.1073999999999999
-220000 	1.1278999999999999
-204000 	1.1484000000000001
-189000 	1.1689000000000001
-173000 	1.1895
-157000 	1.21
-142000 	1.2304999999999999
-126000 	1.2509999999999999
-110000 	1.2715000000000001
-94000 	1.292
-79000 	1.3125
-63000 	1.333
-47000 	1.3534999999999999
-31000 	1.3740000000000001
-16000 	1.3945000000000001
0 	1.415
