"H (A_per_meter)" 	"B (tesla)"
-82000 	-0.1067
-82000 	0.11269999999999999
-81000 	0.80249999999999999
-80000 	0.92220000000000002
-79000 	0.95750000000000002
-78000 	0.97660000000000002
-77000 	0.9889
-76000 	0.99760000000000004
-75000 	1.0043
-74000 	1.0096000000000001
-73000 	1.014
-72000 	1.0179
-71000 	1.0212000000000001
-70000 	1.0243
-69000 	1.0269999999999999
-69000 	1.0296000000000001
-68000 	1.0319
-67000 	1.0342
-66000 	1.0363
-65000 	1.0383
-64000 	1.0403
-63000 	1.0421
-62000 	1.044
-61000 	1.0457000000000001
-60000 	1.0475000000000001
-59000 	1.0490999999999999
-58000 	1.0508
-57000 	1.0524
-56000 	1.054
-55000 	1.0556000000000001
-54000 	1.0570999999999999
-53000 	1.0587
-52000 	1.0602
-51000 	1.0617000000000001
-50000 	1.0631999999999999
-49000 	1.0646
-48000 	1.0661
-47000 	1.0674999999999999
-46000 	1.069
-45000 	1.0704
-44000 	1.0718000000000001
-43000 	1.0731999999999999
-42000 	1.0746
-42000 	1.0760000000000001
-41000 	1.0773999999999999
-40000 	1.0788
-39000 	1.0802
-38000 	1.0814999999999999
-37000 	1.0829
-36000 	1.0843
-35000 	1.0855999999999999
-34000 	1.087
-33000 	1.0883
-32000 	1.0896999999999999
-31000 	1.091
-30000 	1.0923
-29000 	1.0936999999999999
-28000 	1.095
-27000 	1.0963000000000001
-26000 	1.0976999999999999
-25000 	1.099
-24000 	1.1003000000000001
-23000 	1.1015999999999999
-22000 	1.103
-21000 	1.1043000000000001
-20000 	1.1055999999999999
-19000 	1.1069
-18000 	1.1082000000000001
-17000 	1.1094999999999999
-16000 	1.1108
-15000 	1.1121000000000001
-14000 	1.1133999999999999
-14000 	1.1147
-13000 	1.1160000000000001
-12000 	1.1173
-11000 	1.1186
-10000 	1.1198999999999999
-9000 	1.1212
-8000 	1.1225000000000001
-7000 	1.1237999999999999
-6000 	1.1251
-5000 	1.1264000000000001
-4000 	1.1276999999999999
-3000 	1.129
-2000 	1.1303000000000001
-1000 	1.1315999999999999
0 	1.1329
